IND	SRC_TYPE	TARGET	CL_ID	FILE_ACCESSION	CL_NAME
401	ATAC	-	CLO:0027429	ENCFF546KKI	GM19372
402	ATAC	-	CLO:0026790	ENCFF518QUX	GM19395
403	ATAC	-	CLO:0026782	ENCFF259FJX	GM19397
404	ATAC	-	CLO:0026824	ENCFF104JSS	GM19438
405	ATAC	-	CLO:0026846	ENCFF582GKW	GM19452
406	ATAC	-	CLO:0026863	ENCFF160DPC	GM19455
407	ATAC	-	CLO:0026874	ENCFF693ODH	GM19463
408	ATAC	-	CLO:0026877	ENCFF837IEL	GM19467
409	ATAC	-	CLO:0026875	ENCFF883YXV	GM19468
410	ATAC	-	CLO:0015908	ENCFF091ELX	GM21360
411	ATAC	-	CLO:0015900	ENCFF218UOX	GM21367
412	ATAC	-	CLO:0015895	ENCFF980BJM	GM21381
413	ATAC	-	CLO:0015884	ENCFF482YHK	GM21390
414	ATAC	-	CLO:0015947	ENCFF637TQK	GM21423
415	ATAC	-	CLO:0014163	ENCFF718JVL	GM21447
416	ATAC	-	EFO:0010838	ENCFF610VJM	GM21515
417	ATAC	-	CLO:0014083	ENCFF969IAI	GM21526
418	ATAC	-	CLO:0014080	ENCFF249WBT	GM21528
419	ATAC	-	CLO:0014078	ENCFF425ZPR	GM21529
420	ATAC	-	CLO:0014097	ENCFF338XWC	GM21576
421	ATAC	-	CLO:0013950	ENCFF715UOV	GM21619
422	ATAC	-	CLO:0014043	ENCFF387RGN	GM21717
423	ATAC	-	CLO:0014886	ENCFF693CDG	GM21723
424	ATAC	-	EFO:0010839	ENCFF529WCI	GM21737
425	ATAC	-	EFO:0010840	ENCFF890KJS	GM21786
426	ATAC	-	CLO:0014941	ENCFF312JVA	GM21825
427	ATAC	-	EFO:0007950	ENCFF567ZCX	GM23338
428	ATAC	-	EFO:0002824	ENCFF296ZZB	HCT116
429	ATAC	-	EFO:0010841	ENCFF781HFK	HG02571
430	ATAC	-	EFO:0010842	ENCFF561VYC	HG02588
431	ATAC	-	EFO:0010843	ENCFF095HRI	HG02610
432	ATAC	-	EFO:0010844	ENCFF724WEK	HG02623
433	ATAC	-	EFO:0010845	ENCFF731ZCZ	HG02642
434	ATAC	-	EFO:0010846	ENCFF872XXD	HG02678
435	ATAC	-	EFO:0010847	ENCFF553NML	HG02759
436	ATAC	-	EFO:0010848	ENCFF780FGU	HG02763
437	ATAC	-	EFO:0010849	ENCFF986ZDE	HG02798
438	ATAC	-	EFO:0010850	ENCFF117XXG	HG02840
439	ATAC	-	EFO:0010851	ENCFF594ZAI	HG02852
440	ATAC	-	EFO:0010852	ENCFF730TRQ	HG02870
441	ATAC	-	EFO:0010853	ENCFF354WTG	HG02884
442	ATAC	-	EFO:0010854	ENCFF061BAD	HG02885
443	ATAC	-	EFO:0010855	ENCFF388ZHA	HG02938
444	ATAC	-	EFO:0010856	ENCFF304OUP	HG02943
445	ATAC	-	EFO:0010857	ENCFF901SKJ	HG02970
446	ATAC	-	EFO:0010858	ENCFF505XMS	HG02973
447	ATAC	-	EFO:0010859	ENCFF663YRQ	HG02981
448	ATAC	-	EFO:0010860	ENCFF535JYQ	HG03025
449	ATAC	-	EFO:0010861	ENCFF299PGG	HG03039
450	ATAC	-	EFO:0010862	ENCFF935BZV	HG03045
451	ATAC	-	EFO:0010863	ENCFF295IRG	HG03060
452	ATAC	-	EFO:0010864	ENCFF378XZA	HG03064
453	ATAC	-	EFO:0010865	ENCFF359CMH	HG03066
454	ATAC	-	EFO:0010866	ENCFF099GAL	HG03095
455	ATAC	-	EFO:0010867	ENCFF720PYC	HG03097
456	ATAC	-	EFO:0010868	ENCFF304LHI	HG03103
457	ATAC	-	EFO:0010869	ENCFF876EEH	HG03108
458	ATAC	-	EFO:0010870	ENCFF208TTV	HG03135
459	ATAC	-	EFO:0010871	ENCFF045HAH	HG03139
460	ATAC	-	EFO:0010872	ENCFF143WNQ	HG03159
461	ATAC	-	EFO:0010873	ENCFF914TAP	HG03175
462	ATAC	-	EFO:0010874	ENCFF757TJE	HG03196
463	ATAC	-	EFO:0010875	ENCFF817JLB	HG03280
464	ATAC	-	EFO:0010876	ENCFF806ZOU	HG03342
465	ATAC	-	EFO:0010877	ENCFF429JRQ	HG03354
466	ATAC	-	EFO:0010878	ENCFF781JGR	HG03378
467	ATAC	-	EFO:0010879	ENCFF831FGS	HG03432
468	ATAC	-	EFO:0010880	ENCFF612NLR	HG03439
469	ATAC	-	EFO:0010881	ENCFF474JMH	HG03442
470	ATAC	-	EFO:0010882	ENCFF717APJ	HG03457
471	ATAC	-	EFO:0010883	ENCFF178ZJR	HG03460
472	ATAC	-	EFO:0010884	ENCFF187ZKG	HG03469
473	ATAC	-	EFO:0010885	ENCFF797OZK	HG03520
474	ATAC	-	EFO:0010886	ENCFF735PGH	HG03521
475	ATAC	-	EFO:0010887	ENCFF861UUN	HG03558
476	ATAC	-	EFO:0010888	ENCFF557QED	HG03565
477	ATAC	-	EFO:0010889	ENCFF430IAA	HG03571
478	ATAC	-	EFO:0010890	ENCFF089MEL	HG03575
479	ATAC	-	EFO:0001187	ENCFF439EIO	HepG2
480	ATAC	-	EFO:0001196	ENCFF243NTP	IMR-90
481	ATAC	-	EFO:0002067	ENCFF333TAT	K562
482	ATAC	-	EFO:0001203	ENCFF821OEF	MCF-7
483	ATAC	-	EFO:0001221	ENCFF060HHC	NCI-H929
484	ATAC	-	EFO:0002074	ENCFF811MOZ	PC-3
485	ATAC	-	EFO:0002713	ENCFF182SSP	Panc1
486	ATAC	-	UBERON:0001211	ENCFF956UCP	Peyer's patch
487	ATAC	-	EFO:0007610	ENCFF729MMJ	RWPE2
488	ATAC	-	NTR:0000491	ENCFF119EAP	Right ventricle myocardium inferior
489	ATAC	-	NTR:0000492	ENCFF712BJW	Right ventricle myocardium superior
490	ATAC	-	EFO:0003072	ENCFF144HUM	SK-N-SH
491	ATAC	-	CL:0000084	ENCFF273DGN	T-cell
492	ATAC	-	CL:0000899	ENCFF721ZMU	T-helper 17 cell
493	ATAC	-	EFO:0009747	ENCFF321VDH	WTC11
494	ATAC	-	NTR:0000506	ENCFF958SXF	activated B cell
495	ATAC	-	NTR:0004148	ENCFF456OPK	activated CD4-positive, CD25-positive, alpha-beta regulatory T cell
496	ATAC	-	CL:0000896	ENCFF418SHH	activated CD4-positive, alpha-beta T cell
497	ATAC	-	CL:0000906	ENCFF706APW	activated CD8-positive, alpha-beta T cell
498	ATAC	-	NTR:0000504	ENCFF980APH	activated CD8-positive, alpha-beta memory T cell
499	ATAC	-	NTR:0000537	ENCFF350JTS	activated T-cell
500	ATAC	-	NTR:0000635	ENCFF123QHV	activated T-helper 17 cell
501	ATAC	-	NTR:0000497	ENCFF792YKT	activated naive CD4-positive, alpha-beta T cell
502	ATAC	-	NTR:0000502	ENCFF026XCY	activated naive CD8-positive, alpha-beta T cell
503	ATAC	-	UBERON:0002369	ENCFF590JRI	adrenal gland
504	ATAC	-	UBERON:0000947	ENCFF116BZN	aorta
505	ATAC	-	UBERON:0002394	ENCFF970CDR	bile duct
506	ATAC	-	UBERON:0001150	ENCFF379DHP	body of pancreas
507	ATAC	-	UBERON:0008367	ENCFF749WUW	breast epithelium
508	ATAC	-	UBERON:0002099	ENCFF444DRG	cardiac septum
509	ATAC	-	CL:0000907	ENCFF662SIF	central memory CD8-positive, alpha-beta T cell
510	ATAC	-	UBERON:0002037	ENCFF081WNU	cerebellum
511	ATAC	-	UBERON:0000317	ENCFF081FUV	colonic mucosa
512	ATAC	-	UBERON:0001621	ENCFF442OCV	coronary artery
513	ATAC	-	CL:0000451	ENCFF033XTY	dendritic cell
514	ATAC	-	CL:0000913	ENCFF541PYT	effector memory CD8-positive, alpha-beta T cell
515	ATAC	-	UBERON:0002469	ENCFF068ISD	esophagus mucosa
516	ATAC	-	UBERON:0004648	ENCFF282ETP	esophagus muscularis mucosa
517	ATAC	-	UBERON:0006920	ENCFF181DWD	esophagus squamous epithelium
518	ATAC	-	UBERON:0003889	ENCFF677EWJ	fallopian tube
519	ATAC	-	CL:1001606	ENCFF551GBG	foreskin keratinocyte
520	ATAC	-	UBERON:0011907	ENCFF849FQV	gastrocnemius medialis
521	ATAC	-	UBERON:0004550	ENCFF007FAW	gastroesophageal sphincter
522	ATAC	-	UBERON:0002084	ENCFF308AVB	heart left ventricle
523	ATAC	-	UBERON:0002080	ENCFF078RSS	heart right ventricle
524	ATAC	-	UBERON:0002115	ENCFF322QRI	jejunum
525	ATAC	-	UBERON:0002113	ENCFF845OZO	kidney
526	ATAC	-	UBERON:0002079	ENCFF803AAK	left cardiac atrium
527	ATAC	-	UBERON:0008971	ENCFF009YES	left colon
528	ATAC	-	UBERON:0001115	ENCFF188RKV	left lobe of liver
529	ATAC	-	UBERON:0002168	ENCFF052DWZ	left lung
530	ATAC	-	NTR:0000493	ENCFF199BCX	left ventricle myocardium inferior
531	ATAC	-	NTR:0000494	ENCFF985WPD	left ventricle myocardium superior
532	ATAC	-	UBERON:0002107	ENCFF488BRH	liver
533	ATAC	-	UBERON:0008953	ENCFF899TQV	lower lobe of left lung
534	ATAC	-	UBERON:0002171	ENCFF189LZA	lower lobe of right lung
535	ATAC	-	UBERON:0002048	ENCFF818EYD	lung
536	ATAC	-	CL:0000787	ENCFF888IRH	memory B cell
537	ATAC	-	UBERON:0015143	ENCFF168WTX	mesenteric fat pad
538	ATAC	-	CL:0000100	ENCFF951DOQ	motor neuron
539	ATAC	-	UBERON:0004992	ENCFF191ZOC	mucosa of descending colon
540	ATAC	-	UBERON:0005033	ENCFF580HLQ	mucosa of gallbladder
541	ATAC	-	UBERON:0001259	ENCFF173XEU	mucosa of urinary bladder
542	ATAC	-	CL:0000788	ENCFF424JEX	naive B cell
543	ATAC	-	CL:0000895	ENCFF685MCV	naive thymus-derived CD4-positive, alpha-beta T cell
544	ATAC	-	CL:0000900	ENCFF555UEL	naive thymus-derived CD8-positive, alpha-beta T cell
545	ATAC	-	CL:0000623	ENCFF837LBW	natural killer cell
546	ATAC	-	UBERON:0010414	ENCFF096PUC	omental fat pad
547	ATAC	-	UBERON:0000992	ENCFF871DTB	ovary
548	ATAC	-	UBERON:0001264	ENCFF480ITE	pancreas
549	ATAC	-	UBERON:0022353	ENCFF129OYC	posterior cingulate cortex
550	ATAC	-	UBERON:0001072	ENCFF680JZM	posterior vena cava
551	ATAC	-	UBERON:0002367	ENCFF030AIT	prostate gland
552	ATAC	-	UBERON:0008450	ENCFF616OVJ	psoas muscle
553	ATAC	-	UBERON:0006631	ENCFF705YSI	right atrium auricular region
554	ATAC	-	UBERON:0002078	ENCFF442AAP	right cardiac atrium
555	ATAC	-	UBERON:0001114	ENCFF631JIS	right lobe of liver
556	ATAC	-	UBERON:0001322	ENCFF436AWP	sciatic nerve
557	ATAC	-	UBERON:0001159	ENCFF452WBJ	sigmoid colon
558	ATAC	-	UBERON:0002106	ENCFF638DVO	spleen
559	ATAC	-	NTR:0000668	ENCFF547LIL	stimulated activated effector memory CD8-positive, alpha-beta T cell
560	ATAC	-	NTR:0000662	ENCFF178DTJ	stimulated activated memory B cell
561	ATAC	-	NTR:0000661	ENCFF587QZR	stimulated activated naive B cell
562	ATAC	-	NTR:0000667	ENCFF955PTL	stimulated activated naive CD8-positive, alpha-beta T cell
563	ATAC	-	UBERON:0000945	ENCFF880EHI	stomach
564	ATAC	-	UBERON:0002190	ENCFF865MCM	subcutaneous adipose tissue
565	ATAC	-	UBERON:0000473	ENCFF289LWU	testis
566	ATAC	-	UBERON:0001515	ENCFF256ENN	thoracic aorta
567	ATAC	-	UBERON:0002046	ENCFF682VUY	thyroid gland
568	ATAC	-	UBERON:0007610	ENCFF664YGN	tibial artery
569	ATAC	-	UBERON:0001323	ENCFF512THA	tibial nerve
570	ATAC	-	UBERON:0001157	ENCFF563UYM	transverse colon
571	ATAC	-	UBERON:0008952	ENCFF537TOU	upper lobe of left lung
572	ATAC	-	UBERON:0002170	ENCFF906HOT	upper lobe of right lung
573	ATAC	-	UBERON:0000056	ENCFF977CYH	ureter
574	ATAC	-	UBERON:0000995	ENCFF824VXG	uterus
575	HM	H3K27ac	EFO:0002095	ENCFF251MVQ	22Rv1
576	HM	H3K27ac	EFO:0001086	ENCFF747IZX	A549
577	HM	H3K4me1	EFO:0001086	ENCFF594YDK	A549
578	HM	H3K4me2	EFO:0001086	ENCFF794FQH	A549
579	HM	H3K4me3	EFO:0001086	ENCFF535EYL	A549
580	HM	H3K9me3	EFO:0001086	ENCFF164FDB	A549
581	HM	H3K27ac	EFO:0002106	ENCFF097LTN	A673
582	HM	H3K27me3	EFO:0002106	ENCFF455GYL	A673
583	HM	H3K36me3	EFO:0002106	ENCFF723NVE	A673
584	HM	H3K4me1	EFO:0002106	ENCFF738YYU	A673
585	HM	H3K4me3	EFO:0002106	ENCFF272QER	A673
586	HM	H3K9me3	EFO:0002106	ENCFF735KYF	A673
587	HM	H2AFZ	EFO:0007070	ENCFF261EHC	ACC112
588	HM	H3K27ac	EFO:0007070	ENCFF630ZLT	ACC112
589	HM	H3K27me3	EFO:0007070	ENCFF390VVO	ACC112
590	HM	H3K36me3	EFO:0007070	ENCFF167ORJ	ACC112
591	HM	H3K4me1	EFO:0007070	ENCFF169QAN	ACC112
592	HM	H3K4me3	EFO:0007070	ENCFF081HTX	ACC112
593	HM	H3K79me2	EFO:0007070	ENCFF097EHD	ACC112
594	HM	H3K4me3	CLO:0034837	ENCFF824TEY	AG04449
595	HM	H3K27ac	EFO:0006270	ENCFF555VAO	AG04450
596	HM	H3K27me3	EFO:0006270	ENCFF268POD	AG04450
597	HM	H3K4me3	EFO:0006270	ENCFF988TOJ	AG04450
598	HM	H3K9me3	EFO:0006270	ENCFF839BCO	AG04450
599	HM	H3K4me3	CLO:0021752	ENCFF949SYV	AG09309
600	HM	H3K4me3	CLO:0021754	ENCFF643VVG	AG09319
601	HM	H3K4me3	CLO:0021511	ENCFF313CEA	AG10803
602	HM	H2AFZ	CL:0000236	ENCFF555UVA	B cell
603	HM	H3K27ac	CL:0000236	ENCFF969HEX	B cell
604	HM	H3K27me3	CL:0000236	ENCFF417JJL	B cell
605	HM	H3K36me3	CL:0000236	ENCFF769YLP	B cell
606	HM	H3K4me1	CL:0000236	ENCFF409HBO	B cell
607	HM	H3K4me2	CL:0000236	ENCFF519DEJ	B cell
608	HM	H3K4me3	CL:0000236	ENCFF914PGC	B cell
609	HM	H3K79me2	CL:0000236	ENCFF745SIN	B cell
610	HM	H3K9ac	CL:0000236	ENCFF181FLS	B cell
611	HM	H3K9me3	CL:0000236	ENCFF698KIG	B cell
612	HM	H4K20me1	CL:0000236	ENCFF397ZUJ	B cell
613	HM	H3K27me3	EFO:0005725	ENCFF906TXM	BE2C
614	HM	H3K36me3	EFO:0005725	ENCFF098GTL	BE2C
615	HM	H3K4me1	EFO:0005725	ENCFF568SKJ	BE2C
616	HM	H3K4me3	EFO:0005725	ENCFF251CDW	BE2C
617	HM	H3K9me3	EFO:0005725	ENCFF817KMI	BE2C
618	HM	H3K27me3	EFO:0002779	ENCFF267FUR	BJ
619	HM	H3K36me3	EFO:0002779	ENCFF082GMA	BJ
620	HM	H3K4me3	EFO:0002779	ENCFF364DKX	BJ
621	HM	H3K27ac	EFO:0030018	ENCFF375AOM	BLaER1
622	HM	H3K27me3	EFO:0030018	ENCFF609XQH	BLaER1
623	HM	H3K36me3	EFO:0030018	ENCFF655CJC	BLaER1
624	HM	H3K4me1	EFO:0030018	ENCFF825GRX	BLaER1
625	HM	H3K4me2	EFO:0030018	ENCFF141OAB	BLaER1
626	HM	H3K4me3	EFO:0030018	ENCFF912EBP	BLaER1
627	HM	H3K9ac	EFO:0030018	ENCFF299QNY	BLaER1
628	HM	H3K9me3	EFO:0030018	ENCFF163UNF	BLaER1
629	HM	H4K20me1	EFO:0030018	ENCFF218XDE	BLaER1
630	HM	H3K27ac	EFO:0006365	ENCFF557EXR	C4-2B
631	HM	H2AFZ	CL:0001054	ENCFF384MXA	CD14-positive monocyte
632	HM	H3K27ac	CL:0001054	ENCFF471QGU	CD14-positive monocyte
633	HM	H3K27me3	CL:0001054	ENCFF576FJP	CD14-positive monocyte
634	HM	H3K36me3	CL:0001054	ENCFF832YGL	CD14-positive monocyte
635	HM	H3K4me1	CL:0001054	ENCFF432JAG	CD14-positive monocyte
636	HM	H3K4me2	CL:0001054	ENCFF127KAB	CD14-positive monocyte
637	HM	H3K4me3	CL:0001054	ENCFF247CME	CD14-positive monocyte
638	HM	H3K79me2	CL:0001054	ENCFF494ZGB	CD14-positive monocyte
639	HM	H3K9ac	CL:0001054	ENCFF302LTS	CD14-positive monocyte
640	HM	H3K9me3	CL:0001054	ENCFF131WYW	CD14-positive monocyte
641	HM	H4K20me1	CL:0001054	ENCFF305BST	CD14-positive monocyte
642	HM	H3K27ac	CL:0000792	ENCFF647VWE	CD4-positive, CD25-positive, alpha-beta regulatory T cell
643	HM	H3K27me3	CL:0000792	ENCFF622FOC	CD4-positive, CD25-positive, alpha-beta regulatory T cell
644	HM	H3K36me3	CL:0000792	ENCFF254ZIF	CD4-positive, CD25-positive, alpha-beta regulatory T cell
645	HM	H3K4me1	CL:0000792	ENCFF918LCT	CD4-positive, CD25-positive, alpha-beta regulatory T cell
646	HM	H3K4me3	CL:0000792	ENCFF304RHC	CD4-positive, CD25-positive, alpha-beta regulatory T cell
647	HM	H3K9me3	CL:0000792	ENCFF285MXS	CD4-positive, CD25-positive, alpha-beta regulatory T cell
648	HM	H3K27ac	CL:0000624	ENCFF977EXB	CD4-positive, alpha-beta T cell
649	HM	H3K27me3	CL:0000624	ENCFF407VKP	CD4-positive, alpha-beta T cell
650	HM	H3K36me3	CL:0000624	ENCFF739VAC	CD4-positive, alpha-beta T cell
651	HM	H3K4me1	CL:0000624	ENCFF033TEB	CD4-positive, alpha-beta T cell
652	HM	H3K4me3	CL:0000624	ENCFF828YVL	CD4-positive, alpha-beta T cell
653	HM	H3K9me3	CL:0000624	ENCFF642UPV	CD4-positive, alpha-beta T cell
654	HM	H3K27ac	CL:0000897	ENCFF440VKC	CD4-positive, alpha-beta memory T cell
655	HM	H3K27me3	CL:0000897	ENCFF053KRW	CD4-positive, alpha-beta memory T cell
656	HM	H3K36me3	CL:0000897	ENCFF976PQR	CD4-positive, alpha-beta memory T cell
657	HM	H3K4me1	CL:0000897	ENCFF038RAA	CD4-positive, alpha-beta memory T cell
658	HM	H3K4me3	CL:0000897	ENCFF918GSM	CD4-positive, alpha-beta memory T cell
659	HM	H3K9me3	CL:0000897	ENCFF610SBU	CD4-positive, alpha-beta memory T cell
660	HM	H3K27ac	CL:0000625	ENCFF823JZP	CD8-positive, alpha-beta T cell
661	HM	H3K27me3	CL:0000625	ENCFF707QHR	CD8-positive, alpha-beta T cell
662	HM	H3K36me3	CL:0000625	ENCFF131SOS	CD8-positive, alpha-beta T cell
663	HM	H3K4me1	CL:0000625	ENCFF032BVC	CD8-positive, alpha-beta T cell
664	HM	H3K4me3	CL:0000625	ENCFF785IPD	CD8-positive, alpha-beta T cell
665	HM	H3K9ac	CL:0000625	ENCFF116XGU	CD8-positive, alpha-beta T cell
666	HM	H3K9me3	CL:0000625	ENCFF211MSC	CD8-positive, alpha-beta T cell
667	HM	H3K27ac	CL:0000909	ENCFF614FJO	CD8-positive, alpha-beta memory T cell
668	HM	H3K27me3	CL:0000909	ENCFF720AKK	CD8-positive, alpha-beta memory T cell
669	HM	H3K36me3	CL:0000909	ENCFF427FWA	CD8-positive, alpha-beta memory T cell
670	HM	H3K4me1	CL:0000909	ENCFF120SUM	CD8-positive, alpha-beta memory T cell
671	HM	H3K4me3	CL:0000909	ENCFF986IXN	CD8-positive, alpha-beta memory T cell
672	HM	H3K9me3	CL:0000909	ENCFF235OJE	CD8-positive, alpha-beta memory T cell
673	HM	H3K27me3	EFO:0001099	ENCFF649WIT	Caco-2
674	HM	H3K36me3	EFO:0001099	ENCFF479TQU	Caco-2
675	HM	H3K4me1	EFO:0001099	ENCFF095KMQ	Caco-2
676	HM	H3K4me3	EFO:0001099	ENCFF642BGI	Caco-2
677	HM	H3K9me3	EFO:0001099	ENCFF945SLD	Caco-2
678	HM	H2AFZ	EFO:0007074	ENCFF483PLB	DND-41
679	HM	H3K27ac	EFO:0007074	ENCFF957NGK	DND-41
680	HM	H3K27me3	EFO:0007074	ENCFF546BXF	DND-41
681	HM	H3K36me3	EFO:0007074	ENCFF723IHN	DND-41
682	HM	H3K4me1	EFO:0007074	ENCFF035USI	DND-41
683	HM	H3K4me2	EFO:0007074	ENCFF036FLE	DND-41
684	HM	H3K4me3	EFO:0007074	ENCFF551VMZ	DND-41
685	HM	H3K79me2	EFO:0007074	ENCFF082ZWR	DND-41
686	HM	H3K9ac	EFO:0007074	ENCFF279FVC	DND-41
687	HM	H3K9me3	EFO:0007074	ENCFF295JQZ	DND-41
688	HM	H4K20me1	EFO:0007074	ENCFF876LKC	DND-41
689	HM	H2AFZ	EFO:0002167	ENCFF810PJX	DOHH2
690	HM	H3F3A	EFO:0002167	ENCFF052DKK	DOHH2
691	HM	H3K27ac	EFO:0002167	ENCFF691FKF	DOHH2
692	HM	H3K27me3	EFO:0002167	ENCFF512UFS	DOHH2
693	HM	H3K36me3	EFO:0002167	ENCFF450LSH	DOHH2
694	HM	H3K4me1	EFO:0002167	ENCFF708CCJ	DOHH2
695	HM	H3K4me2	EFO:0002167	ENCFF512FWB	DOHH2
696	HM	H3K4me3	EFO:0002167	ENCFF375YDP	DOHH2
697	HM	H3K79me2	EFO:0002167	ENCFF023NNT	DOHH2
698	HM	H3K9me2	EFO:0002167	ENCFF833KLI	DOHH2
699	HM	H3K9me3	EFO:0002167	ENCFF504GKJ	DOHH2
700	HM	H4K20me1	EFO:0002167	ENCFF856KIM	DOHH2
701	HM	H3K36me3	EFO:0007076	ENCFF163HRF	ES-I3
702	HM	H3K4me1	EFO:0007076	ENCFF501MFK	ES-I3
703	HM	H3K9ac	EFO:0007076	ENCFF087ROT	ES-I3
704	HM	H3K9me3	EFO:0007076	ENCFF576QSF	ES-I3
705	HM	H3K27me3	EFO:0002783	ENCFF307CEJ	GM06990
706	HM	H3K36me3	EFO:0002783	ENCFF884ZOW	GM06990
707	HM	H3K4me3	EFO:0002783	ENCFF253XQQ	GM06990
708	HM	H3K4me3	EFO:0005333	ENCFF800MHH	GM08714
709	HM	H3K4me3	EFO:0005337	ENCFF704LTU	GM12864
710	HM	H3K4me3	EFO:0005338	ENCFF438JMP	GM12865
711	HM	H3K4me3	EFO:0001162	ENCFF205BPF	GM12875
712	HM	H2AFZ	EFO:0002784	ENCFF377OJG	GM12878
713	HM	H3K27ac	EFO:0002784	ENCFF023LTU	GM12878
714	HM	H3K27me3	EFO:0002784	ENCFF695ETB	GM12878
715	HM	H3K36me3	EFO:0002784	ENCFF475QVQ	GM12878
716	HM	H3K4me1	EFO:0002784	ENCFF321BVG	GM12878
717	HM	H3K4me2	EFO:0002784	ENCFF283LNH	GM12878
718	HM	H3K4me3	EFO:0002784	ENCFF998CEU	GM12878
719	HM	H3K79me2	EFO:0002784	ENCFF131ZGZ	GM12878
720	HM	H3K9ac	EFO:0002784	ENCFF981JOU	GM12878
721	HM	H3K9me3	EFO:0002784	ENCFF725UFY	GM12878
722	HM	H4K20me1	EFO:0002784	ENCFF469QYW	GM12878
723	HM	H2AFZ	EFO:0005723	ENCFF117HZS	GM23248
724	HM	H3F3A	EFO:0005723	ENCFF276HPR	GM23248
725	HM	H3K27ac	EFO:0005723	ENCFF439OYI	GM23248
726	HM	H3K27me3	EFO:0005723	ENCFF580CVE	GM23248
727	HM	H3K36me3	EFO:0005723	ENCFF922AFS	GM23248
728	HM	H3K4me1	EFO:0005723	ENCFF314UFY	GM23248
729	HM	H3K4me2	EFO:0005723	ENCFF793YTT	GM23248
730	HM	H3K4me3	EFO:0005723	ENCFF123ETI	GM23248
731	HM	H3K79me2	EFO:0005723	ENCFF053QUN	GM23248
732	HM	H3K9ac	EFO:0005723	ENCFF723JVC	GM23248
733	HM	H3K9me2	EFO:0005723	ENCFF050ALA	GM23248
734	HM	H3K9me3	EFO:0005723	ENCFF982PWR	GM23248
735	HM	H4K20me1	EFO:0005723	ENCFF918OTQ	GM23248
736	HM	H2AFZ	EFO:0007950	ENCFF723LJJ	GM23338
737	HM	H3F3A	EFO:0007950	ENCFF719WEJ	GM23338
738	HM	H3K27ac	EFO:0007950	ENCFF022FUU	GM23338
739	HM	H3K27me3	EFO:0007950	ENCFF609RIS	GM23338
740	HM	H3K36me3	EFO:0007950	ENCFF803FDJ	GM23338
741	HM	H3K4me1	EFO:0007950	ENCFF731QQF	GM23338
742	HM	H3K4me2	EFO:0007950	ENCFF262SBC	GM23338
743	HM	H3K4me3	EFO:0007950	ENCFF387WKX	GM23338
744	HM	H3K79me2	EFO:0007950	ENCFF066ZIM	GM23338
745	HM	H3K9me2	EFO:0007950	ENCFF374IVL	GM23338
746	HM	H4K20me1	EFO:0007950	ENCFF300RQZ	GM23338
747	HM	H2AFZ	EFO:0003042	ENCFF745GKP	H1
748	HM	H2AK5ac	EFO:0003042	ENCFF320JIP	H1
749	HM	H2BK120ac	EFO:0003042	ENCFF808BIC	H1
750	HM	H2BK12ac	EFO:0003042	ENCFF237XZS	H1
751	HM	H2BK15ac	EFO:0003042	ENCFF855ILJ	H1
752	HM	H2BK20ac	EFO:0003042	ENCFF215EPH	H1
753	HM	H2BK5ac	EFO:0003042	ENCFF929FTR	H1
754	HM	H3K14ac	EFO:0003042	ENCFF870OAL	H1
755	HM	H3K18ac	EFO:0003042	ENCFF192GAX	H1
756	HM	H3K23ac	EFO:0003042	ENCFF350XJF	H1
757	HM	H3K23me2	EFO:0003042	ENCFF567WXW	H1
758	HM	H3K27ac	EFO:0003042	ENCFF317QGQ	H1
759	HM	H3K27me3	EFO:0003042	ENCFF254ACI	H1
760	HM	H3K36me3	EFO:0003042	ENCFF051UOL	H1
761	HM	H3K4ac	EFO:0003042	ENCFF711LQB	H1
762	HM	H3K4me1	EFO:0003042	ENCFF238YJA	H1
763	HM	H3K4me2	EFO:0003042	ENCFF836LZM	H1
764	HM	H3K4me3	EFO:0003042	ENCFF041HYH	H1
765	HM	H3K56ac	EFO:0003042	ENCFF053HKF	H1
766	HM	H3K79me1	EFO:0003042	ENCFF088PTH	H1
767	HM	H3K79me2	EFO:0003042	ENCFF344MEX	H1
768	HM	H3K9ac	EFO:0003042	ENCFF679LHF	H1
769	HM	H3K9me3	EFO:0003042	ENCFF918VFL	H1
770	HM	H4K20me1	EFO:0003042	ENCFF997CKL	H1
771	HM	H4K5ac	EFO:0003042	ENCFF097DDN	H1
772	HM	H4K8ac	EFO:0003042	ENCFF465DQM	H1
773	HM	H4K91ac	EFO:0003042	ENCFF964FVB	H1
774	HM	H3K27me3	EFO:0005904	ENCFF662NTZ	H7
775	HM	H3K36me3	EFO:0005904	ENCFF864HTI	H7
776	HM	H3K4me3	EFO:0005904	ENCFF985GWM	H7
777	HM	H2AFZ	EFO:0003045	ENCFF087RAX	H9
778	HM	H2AK5ac	EFO:0003045	ENCFF007QYP	H9
779	HM	H2BK120ac	EFO:0003045	ENCFF767OSH	H9
780	HM	H2BK12ac	EFO:0003045	ENCFF461PDU	H9
781	HM	H2BK15ac	EFO:0003045	ENCFF974FMI	H9
782	HM	H2BK20ac	EFO:0003045	ENCFF233NOP	H9
783	HM	H2BK5ac	EFO:0003045	ENCFF178SVE	H9
784	HM	H3K14ac	EFO:0003045	ENCFF244ENN	H9
785	HM	H3K18ac	EFO:0003045	ENCFF401FYK	H9
786	HM	H3K23ac	EFO:0003045	ENCFF211RZS	H9
787	HM	H3K23me2	EFO:0003045	ENCFF075END	H9
